src,dst,osm_src,osm_dst,length,highway,maxspeed,lanes,oneway,speed_kph,free_flow_time_s,capacity_vph
27,28,65279916,65279918,85.46246049965399,residential,,1,False,30,10.255495259958478,1800
27,26,65279916,65279914,85.41137334629111,residential,,1,False,30,10.249364801554933,1800
27,795,65279916,65292339,202.53844826871685,residential,,1,False,30,24.30461379224602,1800
27,5972,65279916,65351494,202.5403562841671,residential,,1,False,30,24.30484275410005,1800
28,27,65279918,65279916,85.462460499654,residential,,1,False,30,10.25549525995848,1800
28,1260,65279918,65295899,202.60708269933312,residential,,1,False,30,24.312849923919973,1800
28,796,65279918,65292341,202.6110327632721,residential,,1,False,30,24.313323931592652,1800
29,798,65279929,65292348,184.47378117054933,residential,,1,False,30,22.136853740465916,1800
30,9508,65279961,6386250210,107.33041693819752,secondary,35.0,4,False,35,11.039700027928887,7200
30,4463,65279961,65327469,375.27870359812835,secondary,35.0,2,False,35,38.60009522723606,3600
30,31,65279961,65279965,90.03354441202003,"['secondary_link', 'residential']",,1,False,30,10.804025329442403,1800
31,5066,65279965,65335865,75.7268759020605,residential,,1,False,30,9.087225108247258,1800
31,30,65279965,65279961,90.03354441202005,"['secondary_link', 'residential']",,1,False,30,10.804025329442405,1800
31,9508,65279965,6386250210,79.78740877869464,"['secondary_link', 'residential']",,1,False,30,9.574489053443356,1800
32,8685,65279971,3646946061,154.30262702660798,residential,,1,False,30,18.516315243192956,1800
32,3233,65279971,65314112,87.51792449702178,residential,,2,False,30,10.502150939642613,3600
32,4351,65279971,65326132,124.84197021769829,residential,,2,False,30,14.981036426123794,3600
33,8685,65280002,3646946061,11.124666780390836,residential,,1,False,30,1.3349600136469002,1800
33,5681,65280002,65345867,189.38597809715455,residential,,1,False,30,22.726317371658546,1800
33,34,65280002,65280018,34.088812669492235,residential,,1,False,30,4.090657520339068,1800
34,35,65280018,65280040,189.7639181568007,residential,,1,False,30,22.771670178816084,1800
34,5912,65280018,65350602,285.76105211467643,residential,,2,False,30,34.29132625376117,3600
34,33,65280018,65280002,34.088812669492235,residential,,1,False,30,4.090657520339068,1800
35,34,65280040,65280018,189.7639181568007,residential,,1,False,30,22.771670178816084,1800
36,37,65280044,65280050,207.3339524597505,residential,,2,False,30,24.880074295170058,3600
36,5378,65280044,65340605,93.82563220843463,tertiary,,2,False,40,8.444306898759116,3600
36,5912,65280044,65350602,97.23741301208024,tertiary,,2,False,40,8.751367171087221,3600
37,36,65280050,65280044,207.3339524597505,residential,,2,False,30,24.880074295170058,3600
37,1490,65280050,65297696,159.24421180451284,residential,,2,False,30,19.109305416541538,3600
37,9008,65280050,4044930438,6.889084713888893,residential,,2,False,30,0.8266901656666671,3600
38,38,65280069,65280069,69.60192001935012,residential,,1,True,30,8.352230402322014,1800
38,541,65280069,65289333,94.23547057924837,residential,25.0,2,False,25,13.569907763411765,3600
38,542,65280069,65289335,94.42105414560243,residential,25.0,2,False,25,13.596631796966749,3600
38,39,65280069,65280072,207.30139341864805,residential,,1,False,30,24.876167210237764,1800
39,40,65280072,65280073,208.04745785370253,residential,,1,False,30,24.9656949424443,1800
39,38,65280072,65280069,207.30139341864805,residential,,1,False,30,24.876167210237764,1800
39,1214,65280072,65295449,94.45100987617998,secondary,,4,False,50,6.800472711084958,7200
39,1213,65280072,65295447,94.28398264145167,secondary,,4,False,50,6.78844675018452,7200
40,5375,65280073,65340578,94.48216785368398,residential,20.0,2,False,20,17.006790213663116,3600
40,6153,65280073,65356292,94.32108821757909,residential,20.0,2,False,20,16.977795879164237,3600
40,6840,65280073,258910926,207.37917258565864,residential,,1,False,30,24.885500710279036,1800
40,39,65280073,65280072,208.0474578537025,residential,,1,False,30,24.965694942444298,1800
41,2685,65280076,65308516,94.5378961403286,residential,,2,False,30,11.34454753683943,3600
41,2684,65280076,65308511,94.41435692298032,residential,,2,False,30,11.329722830757637,3600
41,42,65280076,65280083,208.2256854622187,residential,,1,False,30,24.987082255466245,1800
41,6883,65280076,258911613,207.58005038742616,residential,,1,False,30,24.909606046491138,1800
42,5875,65280083,65349668,94.46068667054955,tertiary,,3,False,40,8.50146180034946,5400
42,5376,65280083,65340583,94.57410268491991,tertiary,,3,False,40,8.511669241642792,5400
42,43,65280083,65280086,207.59040708823014,residential,,1,False,30,24.910848850587616,1800
42,41,65280083,65280076,208.2256854622187,residential,,1,False,30,24.987082255466245,1800
43,5377,65280086,65340588,94.59530432855203,residential,25.0,2,False,25,13.621723823311493,3600
43,6540,65280086,65368177,94.51627074703302,residential,25.0,2,False,25,13.610342987572754,3600
43,8881,65280086,4022924668,208.02536337825728,residential,,1,False,30,24.963043605390872,1800
43,42,65280086,65280083,207.59040708823017,residential,,1,False,30,24.91084885058762,1800
44,45,65280094,65280097,82.57566916063789,residential,,2,False,30,9.909080299276546,3600
45,44,65280097,65280094,82.57566916063789,residential,,2,False,30,9.909080299276546,3600
45,46,65280097,65280099,81.80717590578931,residential,,2,False,30,9.816861108694717,3600
45,5850,65280097,65349256,176.5192033710245,residential,,1,False,30,21.182304404522938,1800
46,6503,65280099,65365901,27.467327369666933,tertiary,25.0,2,False,25,3.955295141232038,3600
46,45,65280099,65280097,81.80717590578931,residential,,2,False,30,9.816861108694717,3600
46,5371,65280099,65340451,94.27399295291785,tertiary,25.0,2,False,25,13.575454985220171,3600
47,6956,65280104,258912711,10.056175750490757,residential,,1,False,30,1.2067410900588909,1800
47,2163,65280104,65304312,94.09676806105763,primary,30.0,3,True,30,11.291612167326916,5400
48,7708,65280106,420508875,200.6194160628297,residential,25.0,1,False,25,28.889195913047477,1800
48,6956,65280106,258912711,204.51398530961936,residential,25.0,1,False,25,29.450013884585186,1800
48,5372,65280106,65340476,94.23024726423036,residential,,2,False,30,11.307629671707643,3600
48,6120,65280106,65355419,94.36307387966637,residential,,2,False,30,11.323568865559965,3600
49,5373,65280110,65340480,94.27133088349458,residential,,2,False,30,11.31255970601935,3600
49,6541,65280110,65368198,94.33147072822624,residential,,2,False,30,11.319776487387147,3600
49,50,65280110,65280114,207.87306732764677,residential,25.0,1,False,25,29.933721695181134,1800
49,7102,65280110,258970631,200.58966433016914,residential,25.0,1,False,25,28.884911663544354,1800
50,51,65280114,65280116,207.61675417307129,residential,,1,False,30,24.91401050076855,1800
50,49,65280114,65280110,207.87306732764677,residential,25.0,1,False,25,29.933721695181134,1800
50,1027,65280114,65293948,94.33703934714332,residential,,2,False,30,11.320444721657198,3600
50,1026,65280114,65293944,94.28117892123417,residential,,2,False,30,11.3137414705481,3600
51,8993,65280116,4038238660,94.39771756940833,residential,,1,False,30,11.327726108329,1800
51,8990,65280116,4038238638,94.2214851291784,residential,,1,False,30,11.306578215501407,1800
51,50,65280116,65280114,207.61675417307129,residential,,1,False,30,24.91401050076855,1800
51,52,65280116,65280118,135.21184033511386,residential,,1,False,30,16.225420840213662,1800
52,401,65280118,65288215,97.71703653380403,residential,,1,True,30,11.726044384056483,1800
52,51,65280118,65280116,135.21184033511386,residential,,1,False,30,16.225420840213662,1800
53,54,65280134,65280136,20.92771954368441,unclassified,,1,False,30,2.511326345242129,1800
54,53,65280136,65280134,20.92771954368441,unclassified,,1,False,30,2.511326345242129,1800
54,55,65280136,65280138,68.85747960073454,residential,,1,True,30,8.262897552088143,1800
55,3607,65280138,65317738,94.17672931655108,secondary,25.0,5,True,25,13.561449021583355,9000
56,57,65280154,65280157,57.474194257274604,residential,25.0,1,False,25,8.276283973047542,1800
56,2746,65280154,65309079,224.15820546125641,secondary,,2,False,50,16.13939079321046,3600
56,9609,65280154,6919031549,175.53895131283542,secondary,,2,False,50,12.63880449452415,3600
57,58,65280157,65280159,8.830811148021999,residential,25.0,1,False,25,1.2716368053151679,1800
57,3972,65280157,65321812,55.77325717722475,residential,25.0,1,False,25,8.031349033520364,1800
57,56,65280157,65280154,57.474194257274604,residential,25.0,1,False,25,8.276283973047542,1800
58,57,65280159,65280157,8.830811148021999,residential,25.0,1,False,25,1.2716368053151679,1800
59,5345,65280184,65339656,413.44495576305616,tertiary,30.0,3,False,30,49.61339469156673,5400
59,9289,65280184,5440458828,465.19625954858986,tertiary,40.0,3,False,40,41.86766335937309,5400
59,89,65280184,65280738,1521.4483543025788,tertiary,40.0,5,False,40,136.9303518872321,9000
60,7749,65280284,506107940,9.80478602806312,residential,,1,False,30,1.1765743233675743,1800
60,9978,65280284,12469082490,77.19739363666025,tertiary,40.0,2,False,40,6.947765427299423,3600
60,23,65280284,65279897,207.2411118135272,tertiary,40.0,2,False,40,18.651700063217447,3600
61,23,65280289,65279897,87.99169050352305,tertiary,40.0,2,False,40,7.919252145317074,3600
61,62,65280289,65280292,14.885751683752595,tertiary,40.0,2,False,40,1.3397176515377336,3600
62,1795,65280292,65301181,84.4195689608472,residential,,1,False,30,10.130348275301664,1800
62,63,65280292,65280295,100.39977501475956,tertiary,25.0,2,False,25,14.457567602125376,3600
62,9239,65280292,5216718984,55.7226617141352,residential,,1,False,30,6.686719405696223,1800
62,61,65280292,65280289,14.885751683752595,tertiary,40.0,2,False,40,1.3397176515377336,3600
63,64,65280295,65280297,206.4551757840431,tertiary,,2,False,40,18.58096582056388,3600
63,62,65280295,65280292,100.39977501475956,tertiary,25.0,2,False,25,14.457567602125376,3600
63,809,65280295,65292375,85.50107580828222,residential,,1,False,30,10.260129096993866,1800
64,63,65280297,65280295,206.4551757840431,tertiary,,2,False,40,18.58096582056388,3600
64,7011,65280297,258964136,119.0003092934953,tertiary,,2,False,40,10.710027836414579,3600
64,6213,65280297,65357767,84.77192469740206,residential,,1,False,30,10.172630963688245,1800
64,2602,65280297,65307906,87.16822887271196,residential,,1,False,30,10.460187464725434,1800
65,5608,65280302,65344867,247.85996514492544,residential,,1,False,30,29.74319581739105,1800
65,5752,65280302,65346936,36.79204481135453,residential,,1,False,30,4.415045377362543,1800
65,7932,65280302,767846951,90.7112081207087,residential,,2,False,30,10.885344974485044,3600
65,7931,65280302,767846773,60.330431556315524,residential,,3,False,30,7.239651786757863,5400
66,5615,65280323,65344980,80.89981431011458,residential,,1,False,30,9.70797771721375,1800
66,5362,65280323,65340263,81.69871164728175,residential,,1,False,30,9.80384539767381,1800
66,8279,65280323,1712572432,154.92509260449665,residential,,1,True,30,18.591011112539597,1800
67,5361,65280326,65340260,81.7972048076889,residential,,1,False,30,9.815664576922668,1800
67,66,65280326,65280323,140.45819644268212,residential,,1,True,30,16.854983573121853,1800
67,903,65280326,65293047,277.5256120373649,residential,,1,False,30,33.303073444483786,1800
67,6303,65280326,65360182,80.52574984154653,residential,,1,False,30,9.663089980985582,1800
68,6388,65280347,65362246,81.18693885791454,residential,,2,False,30,9.742432662949744,3600
68,69,65280347,65280373,302.46053369660746,residential,,1,False,30,36.295264043592894,1800
68,184,65280347,65284190,33.39554953722782,residential,,2,False,30,4.007465944467338,3600
69,68,65280373,65280347,302.46053369660746,residential,,1,False,30,36.295264043592894,1800
70,7146,65280377,259096371,38.815471279845674,secondary,,4,False,50,2.7947139321488885,7200
70,4090,65280377,65322947,119.9196268399911,residential,,1,False,30,14.39035522079893,1800
70,2969,65280377,65311747,394.603914501912,secondary,,5,False,50,28.411481844137665,9000
70,71,65280377,65280380,117.30860185804801,tertiary,,2,False,40,10.557774167224322,3600
71,5076,65280380,65336019,62.86636086239644,residential,,1,False,30,7.543963303487573,1800
71,72,65280380,65280384,76.17847209420948,tertiary,,2,False,40,6.8560624884788535,3600
71,70,65280380,65280377,117.30860185804801,tertiary,,2,False,40,10.557774167224322,3600
71,5075,65280380,65336008,118.09732916604926,residential,,1,False,30,14.171679499925911,1800
72,8652,65280384,3117933952,76.03885877374809,tertiary,,2,False,40,6.8434972896373285,3600
72,71,65280384,65280380,76.17847209420948,tertiary,,2,False,40,6.8560624884788535,3600
72,4138,65280384,65323746,129.32119260393353,residential,,1,False,30,15.518543112472022,1800
73,757,65280393,65291990,53.58833234239138,residential,,1,True,30,6.430599881086965,1800
73,8654,65280393,3117933965,77.19663662661195,tertiary,,2,False,40,6.947697296395075,3600
73,74,65280393,65280398,76.03707721394089,tertiary,,2,False,40,6.84333694925468,3600
74,73,65280398,65280393,76.03707721394089,tertiary,,2,False,40,6.84333694925468,3600
74,75,65280398,65280425,85.19747418061287,secondary,,1,True,50,6.134218141004126,1800
75,7849,65280425,663082994,12.101319224723577,residential,,1,False,30,1.4521583069668291,1800
75,7850,65280425,663083227,33.325464272651885,secondary,,2,True,50,2.3994334276309357,3600
75,190,65280425,65284433,115.08196628836573,residential,,1,False,30,13.809835954603887,1800
76,7193,65280432,259407832,10.72418180101186,secondary,,2,False,50,0.7721410896728539,3600
76,77,65280432,65280438,77.5296053284344,secondary,25.0,2,True,25,11.164263167294553,3600
76,2153,65280432,65304182,33.2314210214892,residential,,3,False,30,3.9877705225787032,5400
77,7194,65280438,259407842,12.045780698290303,residential,,1,False,30,1.4454936837948362,1800
77,4160,65280438,65324122,33.429497282117914,residential,,1,True,30,4.011539673854149,1800
77,8399,65280438,2020113663,76.20378700085095,secondary,25.0,2,True,25,10.973345328122537,3600
78,7195,65280452,259407844,7.39383595998383,residential,,1,False,30,0.8872603151980596,1800
78,8187,65280452,1614176501,249.37662230388025,secondary,25.0,1,True,25,35.910233611758756,1800
79,80,65280473,65280488,220.9632607728306,secondary,25.0,2,False,25,31.818709551287608,3600
79,83,65280473,65280576,149.5885918861001,secondary,25.0,2,True,25,21.540757231598413,3600
79,4899,65280473,65333337,100.57113589821728,residential,,1,False,30,12.068536307786072,1800
79,8653,65280473,3117933958,12.876917170723413,secondary,,3,False,50,0.9271380362920857,5400
80,8472,65280488,2318037193,83.52650958542955,residential,,1,False,30,10.023181150251546,1800
80,79,65280488,65280473,220.9632607728306,secondary,25.0,2,False,25,31.818709551287608,3600
80,7055,65280488,258967694,262.19478370405494,secondary,25.0,3,False,25,37.75604885338391,5400
81,3964,65280502,65321732,74.02783830781935,tertiary,25.0,1,True,25,10.660008716325986,1800
82,257,65280506,65286844,793.317550196564,motorway,65.0,4,True,65,43.937587395502,7200
82,146,65280506,65282876,398.0074058840689,motorway_link,65.0,1,True,65,22.04348709511766,1800
83,7671,65280576,356718785,31.412932903983627,residential,,1,False,30,3.769551948478035,1800
83,7195,65280576,259407844,158.17873528073292,secondary,25.0,2,True,25,22.77773788042554,3600
84,85,65280632,65280635,203.5223712069336,residential,,1,False,30,24.42268454483203,1800
84,5098,65280632,65336179,67.88269732959841,residential,,1,False,30,8.145923679551808,1800
85,84,65280635,65280632,203.5223712069336,residential,,1,False,30,24.42268454483203,1800
85,3213,65280635,65313658,140.92387049674892,residential,,1,False,30,16.91086445960987,1800
85,5020,65280635,65335023,78.80956070082482,primary,35.0,5,False,35,8.10612624351341,9000
85,7738,65280635,440319317,79.89086010880158,primary,35.0,3,True,35,8.21734561119102,5400
86,9695,65280672,8436907252,212.13252470161112,residential,,1,False,30,25.45590296419333,1800
87,9695,65280694,8436907252,85.70917845260986,residential,,1,False,30,10.285101414313182,1800
87,5065,65280694,65335859,202.18126809734426,secondary,35.0,1,False,35,20.79578757572684,1800
87,5064,65280694,65335857,206.95741625418606,secondary,35.0,1,False,35,21.287048529001996,1800
88,7767,65280709,559544894,187.60297763983462,unclassified,,1,False,30,22.512357316780154,1800
89,9299,65280738,5634834332,82.62981024860242,residential,,1,False,30,9.91557722983229,1800
89,2327,65280738,65306102,60.5905805259726,tertiary,,3,False,40,5.453152247337534,5400
89,59,65280738,65280184,1521.4483543025776,tertiary,40.0,5,False,40,136.93035188723198,9000
90,9303,65280743,5634834942,87.01954974475949,residential,,1,False,30,10.442345969371138,1800
90,9299,65280743,5634834332,87.94081149971062,residential,,1,False,30,10.552897379965273,1800
90,9302,65280743,5634834337,54.40652954419398,residential,,1,False,30,6.528783545303277,1800
91,92,65280798,65280835,366.95292935948106,residential,,1,False,30,44.03435152313772,1800
91,2831,65280798,65309953,147.29075962104116,residential,,1,False,30,17.67489115452494,1800
91,2832,65280798,65309981,318.33822395425136,residential,,1,False,30,38.20058687451016,1800
92,91,65280835,65280798,366.95292935948095,residential,,1,False,30,44.03435152313771,1800
92,8738,65280835,3786551038,282.45918201107605,residential,,1,False,30,33.89510184132912,1800
92,2832,65280835,65309981,43.828532758760495,residential,,1,False,30,5.259423931051259,1800
93,7858,65280848,678276592,14.839694828598923,primary,35.0,2,True,35,1.5263686109416035,3600
93,6057,65280848,65353251,109.45215071434924,residential,,1,False,30,13.134258085721909,1800
94,6018,65280850,65352367,85.1447522241361,residential,,2,False,30,10.217370266896332,3600
94,4105,65280850,65323519,115.97998719365594,residential,,2,False,30,13.917598463238713,3600
94,8473,65280850,2318058022,113.50168371573386,residential,,2,False,30,13.620202045888062,3600
94,6997,65280850,258958632,95.79247821600089,residential,,3,False,30,11.495097385920106,5400
95,5057,65280896,65335722,29.009125191106886,tertiary,,3,False,40,2.61082126719962,5400
95,96,65280896,65280905,36.91628954601121,residential,,1,False,30,4.429954745521345,1800
95,3038,65280896,65312208,69.89449585583112,tertiary,,3,False,40,6.290504627024801,5400
96,95,65280905,65280896,36.91628954601121,residential,,1,False,30,4.429954745521345,1800
97,207,65281061,65284950,363.31910331978764,motorway_link,50.0,4,True,50,26.158975439024708,7200
97,6598,65281061,65371963,835.2243217998257,motorway,50.0,3,True,50,60.13615116958745,5400
98,207,65281097,65284950,271.3912521018188,secondary,25.0,5,True,25,39.0803403026619,9000
98,6598,65281097,65371963,791.4235496060811,motorway_link,50.0,1,True,50,56.98249557163784,1800
98,641,65281097,65290798,67.00591681960827,tertiary,,3,False,40,6.0305325137647445,5400
98,118,65281097,65281916,191.96517610967732,secondary,,4,False,50,13.821492679896766,7200
99,7797,65281164,601217544,51.25227523213032,residential,,1,False,30,6.150273027855638,1800
99,2198,65281164,65304903,52.09660426834747,residential,,1,False,30,6.251592512201696,1800
99,2918,65281164,65310804,142.62273755036293,primary,25.0,3,True,25,20.537674207252262,5400
100,7321,65281218,267455477,15.04201897613947,primary,30.0,2,True,30,1.8050422771367363,3600
100,8314,65281218,1723738842,84.72067429634261,primary,20.0,3,True,20,15.24972137334167,5400
101,5276,65281253,65337860,28.636326045123077,secondary,,3,True,50,2.0618154752488613,5400
102,7912,65281270,766946830,203.56696647778745,motorway,50.0,3,True,50,14.656821586400696,5400
103,8104,65281338,1469069099,31.320001012481256,tertiary,,2,False,40,2.8188000911233133,3600
103,2371,65281338,65306267,230.95783637030516,tertiary,,2,False,40,20.786205273327464,3600
103,8719,65281338,3717633726,450.42239348025055,tertiary,,2,False,40,40.53801541322255,3600
103,2758,65281338,65309424,242.87698739596496,tertiary,,2,False,40,21.858928865636848,3600
104,3395,65281401,65315986,47.173136639611386,residential,,1,True,30,5.6607763967533655,1800
104,6746,65281401,258757617,157.45277463967076,residential,,1,True,30,18.89433295676049,1800
105,9317,65281429,5826304536,73.31578604152033,secondary,25.0,5,False,25,10.557473189978927,9000
105,9162,65281429,4627636293,114.97743874120587,secondary,25.0,3,False,25,16.556751178733645,5400
105,7977,65281429,915248218,226.82028409640353,motorway_link,,1,True,30,27.218434091568422,1800
106,8093,65281511,1378125483,64.06481669195279,primary,35.0,2,True,35,6.589524002600858,3600
107,9343,65281514,5854734905,18.5784800445662,residential,,1,False,30,2.2294176053479435,1800
107,2986,65281514,65311878,77.56705752016121,residential,,1,False,30,9.308046902419346,1800
107,9342,65281514,5854734901,29.272668199042577,primary_link,,1,True,30,3.512720183885109,1800
108,129,65281547,65282353,119.46166696334681,secondary,30.0,3,True,30,14.335400035601618,5400
108,7499,65281547,302912544,142.925092645929,primary_link,,1,True,30,17.15101111751148,1800
109,110,65281576,65281580,86.54712768109982,primary_link,,1,True,30,10.385655321731978,1800
110,6809,65281580,258886237,23.3696947092025,primary_link,,1,True,30,2.8043633651042996,1800
110,6107,65281580,65354522,95.3049011748284,residential,,1,False,30,11.436588140979408,1800
111,6264,65281582,65358939,100.10882169861318,residential,,1,False,30,12.013058603833581,1800
111,199,65281582,65284708,34.38393339542973,primary,25.0,2,True,25,4.951286408941881,3600
112,4002,65281615,65322266,141.71727970852575,motorway_link,50.0,1,True,50,10.203644139013853,1800
113,112,65281639,65281615,301.9603130697175,motorway_link,50.0,1,True,50,21.741142541019656,1800
113,5836,65281639,65348923,215.71744060061846,primary,,1,True,60,12.943046436037106,1800
114,5837,65281709,65348937,108.58046098745241,primary_link,,1,True,30,13.029655318494289,1800
115,114,65281745,65281709,201.7533507669132,motorway_link,50.0,1,True,50,14.52624125521775,1800
115,6810,65281745,258888572,232.2717523906759,motorway_link,50.0,1,True,50,16.723566172128667,1800
116,115,65281752,65281745,184.50970284315738,motorway_link,50.0,1,True,50,13.284698604707332,1800
116,117,65281752,65281874,209.9270940868336,motorway_link,50.0,1,True,50,15.114750774252018,1800
117,5836,65281874,65348923,129.61351752644273,motorway_link,50.0,1,True,50,9.332173261903877,1800
117,7955,65281874,775301861,123.47665935948676,motorway_link,50.0,1,True,50,8.890319473883046,1800
118,98,65281916,65281097,191.96517610967732,secondary,,4,False,50,13.821492679896766,7200
118,3602,65281916,65317717,66.72675920507513,secondary,25.0,5,True,25,9.608653325530819,9000
118,4258,65281916,65325050,68.16208403565427,secondary,,5,False,50,4.907670050567107,9000
119,118,65281944,65281916,550.3581113519741,motorway_link,50.0,4,True,50,39.625784017342134,7200
