idx,osm_idx,lat,lon
501,61341228,42.355256,-71.16103
502,61341229,42.3577141,-71.1330173
503,61341230,42.3555701,-71.0720451
504,61341233,42.354971,-71.171794
505,61341236,42.3548338,-71.1627779
506,61341237,42.3557783,-71.1588418
507,61341238,42.355519,-71.164216
508,61341239,42.354791,-71.158379
509,61341241,42.3124851,-71.1015592
510,61341242,42.311692,-71.101491
511,61341248,42.3110595,-71.0978525
512,61341251,42.3522763,-71.1717489
513,61341252,42.3117119,-71.0976395
514,61341253,42.3524582,-71.1702958
515,61341256,42.3514645,-71.0621419
516,61341258,42.3514798,-71.0611864
517,61341263,42.3530135,-71.1688627
518,61341264,42.3519022,-71.1601801
519,61341267,42.351585,-71.0689417
520,61341268,42.3522061,-71.0691688
521,61341269,42.351664,-71.0831529
522,61341270,42.352282,-71.0808635
523,61341277,42.3511474,-71.0851094
524,61341278,42.350728,-71.0866185
525,61341279,42.3521874,-71.0881408
526,61341284,42.349898,-71.151501
527,61341287,42.3496459,-71.0669477
528,61341289,42.3502284,-71.0482475
529,61341290,42.3499375,-71.0477941
530,61341291,42.3499541,-71.0589421
531,61341292,42.3509228,-71.0585481
532,61341295,42.3501137,-71.0976578
533,61341298,42.3506028,-71.1552954
534,61341299,42.3505891,-71.0977575
535,61341300,42.3500907,-71.077345
536,61341304,42.3503487,-71.1543393
537,61341312,42.3111773,-71.1187741
538,61341313,42.3533366,-71.0578796
539,61341317,42.3533225,-71.0593979
540,61341318,42.353305,-71.0637874
541,61341319,42.3533846,-71.0642375
542,61341322,42.354377,-71.172367
543,61341324,42.3536857,-71.171653
544,61341327,42.3560805,-71.0722965
545,61341348,42.3114717,-71.067518
546,61341349,42.3116398,-71.1143917
547,61341350,42.3113041,-71.05204
548,61341351,42.3116389,-71.0678265
549,61341353,42.3118416,-71.0753202
550,61341354,42.3113482,-71.0575812
551,61341356,42.3114733,-71.0524112
552,61341359,42.3123268,-71.0549945
553,61341362,42.3109812,-71.0556062
554,61341367,42.311421,-71.118158
555,61341368,42.3111769,-71.0566015
556,61341369,42.3553455,-71.1561468
557,61341370,42.354973,-71.155752
558,61341371,42.3556474,-71.1428539
559,61341375,42.355149,-71.154752
560,61341377,42.3549117,-71.1441779
561,61341378,42.3551602,-71.1451503
562,61341379,42.3555614,-71.1712434
563,61341384,42.3556824,-71.1437414
564,61341385,42.3552239,-71.1272702
565,61341386,42.3548375,-71.1343962
566,61341389,42.3549693,-71.1672193
567,61341392,42.3560301,-71.1353217
568,61341393,42.354808,-71.1499504
569,61341394,42.3550474,-71.1497999
570,61341395,42.354855,-71.170511
571,61341396,42.3552588,-71.1701502
572,61341399,42.354771,-71.130517
573,61341409,42.3558229,-71.1565481
574,61341410,42.3554387,-71.0573423
575,61341412,42.3561773,-71.1568049
576,61341417,42.3561652,-71.1490986
577,61341420,42.3557588,-71.1475143
578,61341421,42.3561003,-71.1609289
