i,n,lat,lon
34633,616662782,-3.7187478,-38.5723488
34634,616662783,-3.7177629,-38.5743335
34635,2860091134,-3.8271501,-38.4675252
34636,616662785,-3.7166313,-38.5773948
34637,616662786,-3.7161914,-38.5785616
34638,616662787,-3.7156366,-38.5799524
34639,2860091137,-3.8287131,-38.4686797
34640,616662789,-3.7151452,-38.5823183
34641,616662790,-3.7150069,-38.5837943
34642,616662791,-3.7148898,-38.5852982
34643,616662792,-3.7147352,-38.586801
34644,616662793,-3.714524,-38.5886029
34645,616662794,-3.7153628,-38.5711765
34646,2860091140,-3.8310172,-38.4685871
34647,616662796,-3.7166605,-38.5715804
34648,2860091142,-3.8312271,-38.4679319
34649,2860091143,-3.8314969,-38.4670594
34650,616662801,-3.7183134,-38.5661147
34651,616662802,-3.7168792,-38.570167
34652,616662808,-3.7154603,-38.5708418
34653,616662811,-3.7149818,-38.5721372
34654,616662813,-3.7146366,-38.5731624
34655,616662814,-3.7143036,-38.5741226
34656,616662815,-3.7140993,-38.5740536
34657,5226727198,-3.8330354,-38.6144897
34658,616662824,-3.7107198,-38.5716496
34659,616662825,-3.7096907,-38.5712546
34660,616662826,-3.7065755,-38.5700966
34661,616662832,-3.7028911,-38.5688033
34662,5693867827,-3.8657439,-38.4825365
34663,5693867832,-3.8647606,-38.4794453
34664,5693867833,-3.8649887,-38.4802682
34665,616662842,-3.7238016,-38.5678742
34666,616662843,-3.7232776,-38.5689128
34667,5693867834,-3.8657069,-38.4801039
34668,616662845,-3.7252565,-38.5695007
34669,616662850,-3.7125212,-38.568372
34670,7185729354,-3.7713029,-38.4436472
34671,616662861,-3.712665,-38.5678938
34672,616662864,-3.7119985,-38.5698447
34673,616662865,-3.7130413,-38.5701934
34674,616662866,-3.7114297,-38.5696506
34675,616662867,-3.7103918,-38.5692826
34676,616662869,-3.718217,-38.5733164
34677,2822604630,-3.7303217,-38.5762187
34678,2822604631,-3.7313407,-38.5757884
34679,2822735702,-3.7400085,-38.60048
34680,2822735705,-3.740277,-38.6004579
34681,2822735706,-3.7403491,-38.6010883
34682,2822735707,-3.7405876,-38.6004411
34683,2822735704,-3.7400813,-38.60122
34684,2822735709,-3.7406616,-38.6009566
34685,616662870,-3.7172157,-38.5729431
34686,616662871,-3.7160164,-38.5725259
34687,616662874,-3.7110705,-38.5706411
34688,616662875,-3.710054,-38.570281
34689,616662876,-3.7079635,-38.5694196
34690,616662877,-3.7073767,-38.5691813
34691,616662880,-3.7055185,-38.5684336
34692,616662881,-3.7043448,-38.5683867
34693,616662886,-3.7123218,-38.5653991
34694,616662884,-3.7037588,-38.5685843
34695,616662888,-3.712691,-38.5642999
34696,616662890,-3.7121123,-38.5677074
34697,616662891,-3.7117894,-38.5686339
34698,616662892,-3.7103853,-38.5727225
34699,616662893,-3.7135108,-38.5669474
34700,616662894,-3.7131547,-38.568041
34701,616662897,-3.7107244,-38.5648504
34702,616662898,-3.7104029,-38.5659038
34703,616662900,-3.711454,-38.566229
34704,616662904,-3.7128231,-38.5655659
34705,616662905,-3.7133918,-38.5657591
34706,616662911,-3.706294,-38.5635359
34707,616662913,-3.7087642,-38.5643123
34708,616662915,-3.7117791,-38.5651907
34709,616662916,-3.7107341,-38.5682954
34710,616662917,-3.7093284,-38.57236
34711,616662918,-3.7089656,-38.5734167
34712,616662920,-3.7058559,-38.5666081
34713,616662922,-3.7077617,-38.5672708
34714,616662923,-3.70561,-38.5669749
34715,616662925,-3.7076462,-38.5676298
34716,616662928,-3.705489,-38.5671555
34717,616662932,-3.7075819,-38.5678525
34718,616662937,-3.7065655,-38.5679911
34719,616662938,-3.7074714,-38.5683157
34720,616662939,-3.7055455,-38.5683209
34721,2822604701,-3.7302882,-38.5742605
34722,2822604702,-3.7300753,-38.5737625
34723,2822604703,-3.7302092,-38.5740757
34724,2822604704,-3.7299763,-38.5741724
34725,2822604705,-3.7300397,-38.5743483
34726,2822604706,-3.7305374,-38.5736571
34727,616662941,-3.7073613,-38.5687079
34728,2822604709,-3.7308965,-38.5735132
34729,2822604714,-3.7313868,-38.5733171
34730,616662955,-3.7079047,-38.5668887
34731,2822604716,-3.7310181,-38.5738167
34732,2822604725,-3.7300677,-38.5755553
34733,2822604726,-3.7311113,-38.5751522
34734,616662970,-3.7054561,-38.5647288
34735,616662980,-3.7060966,-38.5662644
34736,616662982,-3.7070225,-38.5665865
34737,2876213193,-3.8295931,-38.5961557
34738,2876213194,-3.8287027,-38.5955959
34739,616662987,-3.7086541,-38.554934
34740,616662989,-3.7083067,-38.5562371
34741,616662992,-3.7077735,-38.5578486
34742,616662993,-3.7071638,-38.5591107
34743,616662995,-3.7060653,-38.5621258
34744,7059245014,-3.8525098,-38.4610621
34745,616663000,-3.7095307,-38.5557139
34746,616663002,-3.7093741,-38.5565695
34747,616663003,-3.7087406,-38.5581432
34748,616663004,-3.7074269,-38.5625669
34749,7030428939,-3.7933592,-38.4673271
34750,616663009,-3.7095496,-38.5583724
34751,616663010,-3.7097384,-38.5576341
34752,7059245027,-3.8548646,-38.462153
34753,616663018,-3.7067447,-38.5589798
34754,616663019,-3.7055647,-38.5619399
34755,2846590956,-3.7410296,-38.5749353
34756,616663021,-3.7029874,-38.5679772
34757,616663024,-3.7195692,-38.5653766
34758,616663025,-3.7192109,-38.5664764
34759,2846590962,-3.7409404,-38.5745321
34760,2846590963,-3.7404883,-38.5757318
34761,2846590964,-3.7399815,-38.5756214
34762,2846590965,-3.7415379,-38.5747471
34763,2846590966,-3.7416075,-38.5746136
34764,2512881655,-3.7740757,-38.4901799
34765,2846590968,-3.7419412,-38.5742679
34766,2512881657,-3.7742654,-38.4927649
34767,2512881658,-3.7723094,-38.4928198
34768,616663035,-3.7110809,-38.5637673
34769,2512881659,-3.7733781,-38.4924441
34770,2512881660,-3.7724963,-38.4921233
34771,2512881656,-3.7750522,-38.4904551
34772,7030428944,-3.7922747,-38.4680969
34773,7059245056,-3.8403038,-38.4771956
34774,616663041,-3.7077053,-38.5592571
34775,7059245055,-3.8485591,-38.4659283
34776,616663043,-3.7081037,-38.5579475
34777,4357982215,-3.7312662,-38.5426689
34778,616663047,-3.7089974,-38.5555828
34779,616663052,-3.7199958,-38.5633464
34780,616663053,-3.7220918,-38.5626929
34781,616663054,-3.7231252,-38.5623743
34782,616663055,-3.7201821,-38.56401
34783,616663056,-3.7212375,-38.5637281
34784,616663057,-3.722263,-38.5634068
34785,616663058,-3.7233291,-38.5630555
34786,616663060,-3.7166129,-38.5621271
34787,616663061,-3.7168163,-38.5631235
34788,616663062,-3.7170345,-38.5641347
34789,616663063,-3.7172265,-38.5651432
34790,7059245081,-3.8531253,-38.4718405
34791,616663068,-3.7183522,-38.5647723
34792,616663070,-3.717898,-38.5638729
34793,616663076,-3.7173193,-38.5617634
34794,616663079,-3.7180114,-38.5625455
34795,616663084,-3.7186907,-38.5633212
34796,6413584440,-3.8005299,-38.6015815
34797,616663097,-3.7193792,-38.5640676
34798,6413584441,-3.8007467,-38.6012113
34799,6413584444,-3.8006061,-38.6019865
34800,6413584445,-3.8006664,-38.6020187
34801,6413584446,-3.8005232,-38.6022762
34802,6413584448,-3.801077,-38.6018905
34803,1704730993,-3.8152147,-38.5097361
34804,6413584449,-3.8007738,-38.602077
34805,6413584451,-3.800893,-38.6021419
34806,6413584452,-3.8007293,-38.6024197
34807,6413584453,-3.8009509,-38.6018193
34808,6413584454,-3.8011722,-38.6014447
34809,6413584455,-3.8008159,-38.601743
34810,6413584450,-3.8006236,-38.6023406
34811,6413584456,-3.8010357,-38.6013615
34812,6413584457,-3.8006811,-38.6016669
34813,6413584458,-3.8009019,-38.6012676
34814,6413584460,-3.8006075,-38.6011536
34815,616663119,-3.7226215,-38.5557178
34816,616663122,-3.7218764,-38.5523102
34817,616663123,-3.7216101,-38.5531859
34818,616663124,-3.7193266,-38.5608721
34819,2811463764,-3.7195316,-38.5784313
34820,2811463766,-3.719531,-38.5786186
34821,616663126,-3.7214488,-38.560285
34822,616663127,-3.719504,-38.5615386
34823,616663128,-3.7205639,-38.5612509
34824,616663130,-3.7216348,-38.5609885
34825,616663131,-3.7196999,-38.5622677
34826,616663132,-3.7207456,-38.5619677
34827,616663133,-3.7218155,-38.5616994
34828,616663137,-3.7243067,-38.5519923
34829,616348189,-3.7372826,-38.5019193
34830,616663139,-3.7242478,-38.5527836
34831,616663148,-3.7236001,-38.5558079
34832,616663155,-3.7232042,-38.5532963
34833,616663160,-3.7229065,-38.5545542
34834,616663161,-3.7243937,-38.554694
34835,7062128761,-3.8293844,-38.6175151
34836,616663163,-3.7253214,-38.5547282
34837,7062128762,-3.8292611,-38.6183958
34838,7062128763,-3.8296705,-38.617587
34839,7062128767,-3.8295996,-38.6182898
34840,7062128769,-3.8299921,-38.6176726
34841,7062128770,-3.82989,-38.6184239
34842,7062128771,-3.8302138,-38.6182643
34843,6218418308,-3.7442389,-38.6435507
34844,6218418309,-3.744292,-38.6431428
34845,6218418310,-3.7443663,-38.6423137
34846,1704731009,-3.8153831,-38.5077819
34847,1704731012,-3.8154618,-38.5077638
34848,2824833199,-3.7121266,-38.6060686
34849,1704731015,-3.8155078,-38.5168176
34850,7209715898,-3.7754374,-38.5528799
34851,1704731017,-3.8154908,-38.5060039
34852,7030409417,-3.8643523,-38.6280069
34853,7030409418,-3.868297,-38.6264399
34854,4834953422,-3.8287727,-38.535718
34855,7030409426,-3.8675989,-38.6267055
34856,7030409428,-3.866285,-38.6272237
34857,7030409429,-3.8669466,-38.6269681
34858,7030409430,-3.8649537,-38.6277668
34859,7030409431,-3.8656083,-38.6275005
34860,7030409451,-3.8671191,-38.624309
34861,616348217,-3.7488839,-38.4948952
34862,7030409458,-3.8649932,-38.6261822
34863,7030409459,-3.8657031,-38.6255616
34864,7030409460,-3.8664055,-38.624935
34865,7030409461,-3.8653515,-38.6258751
34866,7030409462,-3.8667625,-38.6246296
34867,7030409468,-3.8678212,-38.623714
34868,7030409469,-3.8676526,-38.6238641
34869,7030409470,-3.8674915,-38.6239991
34870,7030409471,-3.8661506,-38.6251596
34871,7030409472,-3.8660446,-38.6252478
34872,7030409473,-3.8653844,-38.625848
34873,616348221,-3.7485814,-38.4990707
34874,7030409484,-3.8669481,-38.633907
34875,616348223,-3.7492095,-38.4971577
34876,4410935586,-3.8267013,-38.628442
34877,616348230,-3.7385391,-38.4979802
34878,1894091060,-3.805963,-38.5192161
34879,2520615244,-3.7290344,-38.6620659
34880,7207487832,-3.7310371,-38.4839818
34881,7207487833,-3.7324027,-38.4829189
34882,4349725023,-3.8370961,-38.5616174
34883,4349725024,-3.8369681,-38.5615863
34884,4349725026,-3.8378738,-38.5595166
34885,4349725027,-3.8371656,-38.5593989
34886,4349725030,-3.8376896,-38.5576484
34887,616348244,-3.7440974,-38.5008233
34888,2824833405,-3.7125029,-38.6089605
34889,1194297740,-3.8524764,-38.5884207
34890,616348249,-3.7382452,-38.4903982
34891,616348251,-3.7385449,-38.4894401
34892,3881011612,-3.7702128,-38.6110834
34893,616348254,-3.7400672,-38.48991
34894,2503786461,-3.8282987,-38.4855069
34895,6180014536,-3.8350016,-38.5787387
34896,6180014537,-3.8354253,-38.5788577
34897,6180014538,-3.8349373,-38.5788815
34898,6180014539,-3.8318235,-38.5813277
34899,7205128667,-3.7791647,-38.65879
34900,4410935789,-3.7917262,-38.6451964
34901,4410935790,-3.7914961,-38.6467052
34902,4410935791,-3.7908578,-38.6452112
34903,4410935792,-3.7903892,-38.647747
34904,1870891513,-3.8047726,-38.4941373
34905,2882111997,-3.7734178,-38.4585071
34906,2882111998,-3.7732677,-38.4580324
34907,3895564557,-3.8344743,-38.6251311
34908,3895564558,-3.8350363,-38.6232291
34909,3895564559,-3.835574,-38.6213669
34910,3895564560,-3.832957,-38.6267887
34911,3895564561,-3.8334674,-38.6248723
34912,3895564562,-3.8340337,-38.6230117
34913,2653915690,-3.8134706,-38.5303601
34914,2653915691,-3.813546,-38.5302816
34915,2653915693,-3.8139716,-38.530745
34916,2653915694,-3.8140422,-38.5306553
34917,2653915695,-3.8143029,-38.5302665
34918,2653915696,-3.8143474,-38.5310114
34919,2653915699,-3.8144859,-38.5320737
34920,2653915704,-3.8152756,-38.5309726
34921,2874509884,-3.8134795,-38.555505
34922,2874509885,-3.8148446,-38.5558091
34923,3895564567,-3.8337447,-38.620963
34924,2874509888,-3.8179177,-38.557207
34925,2874509894,-3.8193047,-38.5538455
34926,2790361677,-3.6951888,-38.5846746
34927,616348292,-3.7437557,-38.4805857
34928,616348293,-3.7443207,-38.4787632
34929,616348294,-3.7450278,-38.4766514
34930,7189083178,-3.8026951,-38.4350473
34931,616348297,-3.7400903,-38.4783071
34932,7062260355,-3.7628077,-38.6582009
34933,6212258441,-3.8266583,-38.5562137
34934,2810808970,-3.7206854,-38.5743486
34935,2810808971,-3.7204593,-38.5748162
34936,7062260372,-3.7556771,-38.6543582
34937,7062260376,-3.7552979,-38.6552991
34938,7062260378,-3.7558341,-38.6562991
34939,2862627811,-3.8381581,-38.5184674
34940,2811595440,-3.7191778,-38.5713709
34941,2811595441,-3.7183895,-38.5710339
34942,2811595442,-3.717548,-38.5749041
34943,2811595443,-3.7169757,-38.5746928
34944,2794687155,-3.7648501,-38.5124722
34945,2794687156,-3.7655169,-38.5123296
34946,2794687158,-3.7672896,-38.514462
34947,2794687159,-3.7672109,-38.5140121
34948,2794687154,-3.7660092,-38.5104151
34949,3737881265,-3.8633541,-38.6437809
34950,3737881273,-3.8638345,-38.6440545
34951,3737881269,-3.8643155,-38.6445688
34952,3737881270,-3.8627761,-38.6456189
34953,3737881274,-3.8631587,-38.6460051
34954,2775026366,-3.7232908,-38.4747058
34955,3737881279,-3.8623733,-38.6452413
34956,3737881278,-3.8646915,-38.6444965
34957,2775026370,-3.7231672,-38.4755003
34958,3737881282,-3.8619759,-38.6448571
34959,2775026372,-3.7222665,-38.4761663
34960,3737881285,-3.8629092,-38.6434174
34961,3737881286,-3.8615758,-38.6444715
34962,3737881289,-3.8625192,-38.6429742
34963,2775026378,-3.7209574,-38.4763026
34964,3737881290,-3.8611818,-38.6440913
34965,3737881297,-3.8624208,-38.6427952
34966,2876738261,-3.8000686,-38.4713285
34967,616348322,-3.7500674,-38.4995411
34968,4173040393,-3.7328485,-38.5514476
34969,5954571037,-3.7207226,-38.5291801
34970,7185730335,-3.8596356,-38.5014005
34971,7185730336,-3.8596246,-38.5014662
34972,7051119409,-3.7743857,-38.647102
34973,2722597682,-3.6931073,-38.6149243
34974,2722597683,-3.7106442,-38.5728183
34975,7051119413,-3.7728696,-38.6525695
34976,7051119414,-3.7710205,-38.6568289
34977,2722597685,-3.7107437,-38.4670326
34978,2722597688,-3.7202359,-38.51552
34979,2722597689,-3.7212234,-38.5230597
34980,2722597690,-3.7227369,-38.5411081
34981,7051119418,-3.7668503,-38.6440053
34982,7051119416,-3.7702182,-38.6572462
34983,7051119421,-3.766116,-38.6441866
34984,7051119424,-3.7718261,-38.6568533
34985,2722597697,-3.7264305,-38.5236333
34986,2722597698,-3.7292594,-38.489677
34987,2722597699,-3.729458,-38.529216
34988,2722597700,-3.7303293,-38.5116677
34989,2722597701,-3.7314028,-38.4794081
34990,616348336,-3.7316057,-38.4990394
34991,2722597703,-3.7325763,-38.4860789
34992,2722597704,-3.7325881,-38.5735089
34993,2722597705,-3.7335142,-38.5771897
34994,2722597706,-3.7336718,-38.4860203
34995,2722597707,-3.7363656,-38.5672862
34996,2722597708,-3.7374384,-38.5614135
34997,2722597702,-3.7322352,-38.4657104
34998,2722597710,-3.7396741,-38.5976736
34999,2722597711,-3.739958,-38.5939306
35000,2722597712,-3.7400991,-38.5939084
35001,7059059797,-3.8325724,-38.599825
35002,2722597714,-3.7417645,-38.5419018
35003,2722597715,-3.7419241,-38.5593671
35004,2722597716,-3.7425092,-38.5499659
35005,2722597717,-3.7426637,-38.4865917
35006,2722597718,-3.7455683,-38.5527469
35007,2722597719,-3.7458066,-38.5463314
35008,2722597720,-3.7469023,-38.4681331
35009,2722597722,-3.7469707,-38.4504013
35010,2722597723,-3.7472803,-38.4669563
35011,2722597724,-3.748056,-38.6067423
35012,2722597725,-3.7480612,-38.4671907
35013,2722597727,-3.7491538,-38.5623436
35014,2722597732,-3.7504724,-38.4677076
35015,2722597733,-3.750733,-38.466884
35016,2722597734,-3.7508061,-38.4756938
35017,2722597735,-3.7517061,-38.5264739
35018,2722597736,-3.753309,-38.5376949
35019,2722597737,-3.7533619,-38.5376213
35020,2722597738,-3.7534465,-38.5377397
35021,2722597739,-3.753503,-38.5376635
35022,2722597740,-3.754138,-38.5306012
35023,2722597741,-3.7548225,-38.4549251
35024,2722597743,-3.756712,-38.5198441
35025,2722597744,-3.7569411,-38.5442747
35026,2722597745,-3.7573846,-38.5446403
35027,2722597746,-3.7577655,-38.5449851
35028,2722597748,-3.7580374,-38.5429308
35029,2722597749,-3.7580295,-38.545206
35030,2722597752,-3.7583137,-38.4804486
35031,2722597753,-3.7583591,-38.4809251
35032,2722597754,-3.7584645,-38.5384733
35033,2722597755,-3.7586999,-38.5458192
35034,2722597756,-3.7591102,-38.6146684
35035,2860431244,-3.8210633,-38.4687402
35036,2722597758,-3.7594265,-38.484776
35037,2722597759,-3.7595545,-38.4855963
35038,2722597760,-3.7596393,-38.5465963
35039,2722597761,-3.7599861,-38.5838812
35040,2722597762,-3.759993,-38.5618515
35041,2722597763,-3.7602492,-38.5930174
35042,2722597764,-3.7606234,-38.5475006
35043,2722597765,-3.7607845,-38.5452856
35044,2722597766,-3.7609341,-38.5844116
35045,2722597767,-3.7609928,-38.5844449
35046,2722597768,-3.7610323,-38.5891801
35047,2722597769,-3.761139,-38.5793799
35048,2722597770,-3.7614813,-38.5482194
35049,2722597771,-3.7627579,-38.581016
35050,2722597772,-3.7629725,-38.5854811
35051,2722597773,-3.763592,-38.6276112
35052,2240646029,-3.773606,-38.5838874
35053,2722597775,-3.7639665,-38.5860026
35054,2722597776,-3.7643474,-38.5782152
35055,2722597777,-3.7657905,-38.4960123
35056,2722597778,-3.7659465,-38.5870275
35057,2722597779,-3.7660085,-38.587059
35058,2722597780,-3.7669784,-38.5875605
35059,2722597781,-3.7673062,-38.577714
35060,2722597782,-3.7673838,-38.6218007
35061,2722597784,-3.7699965,-38.4947536
35062,2722597785,-3.7702886,-38.4938751
35063,2722597786,-3.7705856,-38.4929819
35064,2722597787,-3.7724929,-38.5935526
35065,2722597788,-3.7745898,-38.5579753
35066,2722597789,-3.7746127,-38.6212828
35067,2722597790,-3.7751231,-38.6059724
35068,2722597791,-3.7774702,-38.5819722
35069,2722597794,-3.779915,-38.5573454
35070,2722597795,-3.7812153,-38.6054175
35071,1992395682,-3.7245219,-38.4901578
35072,4888300453,-3.7606312,-38.5285953
35073,1992395684,-3.7274036,-38.4901291
35074,1992395689,-3.7272729,-38.4891181
35075,2722597803,-3.7856441,-38.6220279
35076,2722597804,-3.7856647,-38.6219478
35077,2722597807,-3.7863068,-38.6222219
35078,2722597808,-3.787234,-38.599879
35079,2722597809,-3.7882778,-38.6258845
35080,2722597811,-3.7921065,-38.6130406
35081,2722597814,-3.7960874,-38.6052457
35082,2722597815,-3.7968082,-38.5875802
35083,2722597816,-3.7974995,-38.4712193
35084,2722597817,-3.7984285,-38.4669417
35085,2722597818,-3.799564,-38.4659486
35086,2722597819,-3.8012889,-38.4718154
35087,2722597820,-3.801632,-38.4967815
35088,2722597821,-3.8026186,-38.4716894
35089,2722597822,-3.8030809,-38.5285881
35090,2722597823,-3.803887,-38.5366391
35091,3684859484,-3.8666543,-38.6350604
35092,1992395714,-3.7387456,-38.4869291
35093,3684859485,-3.8662349,-38.6340643
35094,2791017417,-3.699663,-38.586802
35095,2791017421,-3.7001126,-38.5872889
35096,3684859487,-3.866399,-38.6339967
35097,2791017423,-3.699927,-38.5871391
35098,1992395728,-3.7238314,-38.4873381
35099,2791017425,-3.6998722,-38.5873305
35100,4769549262,-3.8650519,-38.4443682
35101,4769549264,-3.8653184,-38.4436887
35102,4769549265,-3.8659225,-38.4439546
35103,4769549266,-3.8655803,-38.4430853
35104,4769549267,-3.8660767,-38.443329
35105,4769549268,-3.8659031,-38.4423407
35106,4769549263,-3.8660078,-38.4421279
35107,1992395737,-3.7255659,-38.4874966
35108,2839590001,-3.8111548,-38.6280635
35109,4769549269,-3.8663512,-38.4425206
35110,4769549275,-3.8680789,-38.4452536
35111,1992395745,-3.7263709,-38.4897978
35112,1992395747,-3.7241148,-38.4827397
35113,2427949025,-3.80053,-38.6229931
35114,2427949026,-3.8023352,-38.6232908
35115,1992395755,-3.7273002,-38.4922198
35116,1992395767,-3.7249037,-38.4863257
35117,1992395791,-3.7247319,-38.487496
35118,1992395797,-3.7369567,-38.4858702
35119,2868874269,-3.8442979,-38.5256303
35120,2868874270,-3.8421698,-38.5238287
35121,2868874271,-3.8431727,-38.527
35122,2868874272,-3.8414143,-38.5254673
35123,1992395809,-3.7276936,-38.4921678
35124,2868874274,-3.8440102,-38.5230871
35125,2868874275,-3.8428897,-38.5244382
35126,2868874277,-3.8443696,-38.5233854
35127,2868874278,-3.8432477,-38.5247412
35128,2868874280,-3.844729,-38.5236837
35129,2868874281,-3.8435934,-38.5250339
35130,2868874283,-3.8450581,-38.5239567
35131,2868874284,-3.8439385,-38.5253261
35132,1992395833,-3.7279746,-38.4880114
35133,1992395835,-3.7284179,-38.4920575
35134,6212258876,-3.7602656,-38.5329531
35135,1702857789,-3.7900097,-38.541472
35136,1992395837,-3.7250946,-38.4835956
35137,1702857794,-3.7905763,-38.542535
35138,1992395844,-3.7248604,-38.4900919
35139,1702857799,-3.7908253,-38.5434123
35140,1992395847,-3.7285052,-38.4920584
35141,1702857802,-3.791274,-38.5378345
35142,7059377228,-3.8274158,-38.543314
35143,1702857806,-3.79124,-38.5427848
35144,1702857816,-3.7914291,-38.5437178
35145,1702857817,-3.7915083,-38.5440681
35146,1702857818,-3.7916318,-38.539579
35147,6213831768,-3.8124424,-38.5174192
35148,6213831769,-3.8127321,-38.516667
35149,1702857821,-3.791693,-38.5421877
35150,1702857841,-3.7918779,-38.5430904
35151,1702857850,-3.7920928,-38.5414047
35152,2529791099,-3.7597655,-38.6494229
35153,7189400699,-3.7943226,-38.6541845
35154,1702857853,-3.7921529,-38.5430986
35155,1702857855,-3.7921723,-38.5381516
35156,2503786489,-3.8283097,-38.4847737
35157,1702857860,-3.7922435,-38.5442103
35158,4468608134,-3.7947539,-38.563223
35159,2529791111,-3.7590877,-38.6490092
35160,4468608138,-3.7968057,-38.562769
35161,2529791115,-3.7597662,-38.6510155
35162,4468608140,-3.7942518,-38.5605359
35163,1702857866,-3.7922858,-38.5411786
35164,4468608142,-3.7979686,-38.5623107
35165,4468608143,-3.7980329,-38.5622302
35166,2529791119,-3.7605976,-38.6525834
35167,4468608144,-3.797933,-38.562251
35168,4468608146,-3.7967547,-38.5626856
35169,4468608149,-3.7955132,-38.5635241
35170,4468608151,-3.7951274,-38.5599049
35171,1702857882,-3.792312,-38.5424815
35172,2503786490,-3.8275213,-38.4846861
35173,2529791133,-3.7624573,-38.6553432
35174,6624480415,-3.7509933,-38.4660904
35175,2529791137,-3.7623851,-38.6543052
35176,1702857896,-3.7928115,-38.5426586
35177,1702857897,-3.7928665,-38.544374
35178,1702857902,-3.7932022,-38.541475
35179,1702857904,-3.793369,-38.5428344
35180,1702857905,-3.793406,-38.5445403
35181,1702857908,-3.7935905,-38.5402243
35182,2882112701,-3.774768,-38.458312
35183,2882112705,-3.776934,-38.4578428
35184,2882112706,-3.7737405,-38.4586384
35185,2882112707,-3.7736736,-38.4584392
35186,2882112708,-3.7740367,-38.4585405
35187,1702857926,-3.7936211,-38.5401487
35188,2882112710,-3.7754857,-38.4580775
35189,1702857928,-3.7937736,-38.5416605
35190,2882112713,-3.7754676,-38.4578379
35191,2882112714,-3.7758217,-38.4579756
35192,1702857931,-3.7938351,-38.539497
35193,2882112715,-3.7746875,-38.4583394
35194,2882112717,-3.7743939,-38.4596504
35195,6212259022,-3.7010473,-38.6459164
35196,2882112718,-3.7738362,-38.4595484
35197,1702857936,-3.7939198,-38.5430039
35198,2858912970,-3.8493429,-38.4832933
35199,2858912971,-3.8487322,-38.4832245
35200,2858912972,-3.8498018,-38.4833137
35201,2858912973,-3.8503059,-38.4833521
35202,1702857946,-3.7939775,-38.5447398
35203,1702857948,-3.7940203,-38.5423753
35204,1702857950,-3.7946374,-38.5449852
35205,1702857952,-3.7941841,-38.5402768
35206,1893567714,-3.818576,-38.5397539
35207,1702857956,-3.7941711,-38.540349
35208,1893567716,-3.8180438,-38.5392917
35209,1702857958,-3.7941881,-38.5417809
35210,1702857966,-3.7943661,-38.5396073
35211,1702857968,-3.7945542,-38.5428316
35212,1702857981,-3.7946908,-38.5480244
35213,1702857984,-3.7947798,-38.541979
35214,1702857986,-3.7948869,-38.5474895
35215,1702857992,-3.7952999,-38.5503442
35216,1702857994,-3.7954617,-38.5454359
35217,1702857997,-3.795477,-38.5496764
35218,1702858006,-3.7954677,-38.5476532
35219,2876345622,-3.816063,-38.5897697
35220,1702858008,-3.7955141,-38.5452366
35221,2876345626,-3.8161768,-38.5898796
35222,1702858013,-3.7956969,-38.5490101
35223,3789326380,-3.7573199,-38.6564657
35224,6563138849,-3.7616564,-38.5483715
35225,1702858021,-3.7958823,-38.5483889
35226,1702858026,-3.7959734,-38.5433036
35227,1702858027,-3.7960116,-38.5478178
35228,2796391724,-3.7061441,-38.584779
35229,1702858029,-3.7961269,-38.5401656
35230,3789326384,-3.7578261,-38.6598644
35231,2474741053,-3.8477832,-38.4769129
35232,1702858049,-3.7961656,-38.5399614
35233,2858650949,-3.8239978,-38.5036472
35234,2858650951,-3.8240608,-38.501287
35235,2858650952,-3.8235454,-38.4999
35236,6210161994,-3.7657033,-38.6203568
35237,6210161995,-3.7656532,-38.6204131
35238,2858650956,-3.8219931,-38.4972262
35239,2858650957,-3.8218698,-38.4968716
35240,1702858062,-3.7962025,-38.5422421
35241,1702858063,-3.7962402,-38.5447487
35242,3789326390,-3.7569474,-38.6593037
35243,1702858064,-3.7963581,-38.5485291
35244,2839645516,-3.7988319,-38.6288242
35245,2839645518,-3.7997079,-38.6274085
35246,2839645517,-3.7981381,-38.6287498
35247,2839645519,-3.8002731,-38.6274741
35248,2839645522,-3.7958144,-38.6294277
35249,2839645527,-3.7978524,-38.6303169
35250,2839645528,-3.7971338,-38.6305502
35251,2839645529,-3.7976979,-38.6306268
35252,2839645524,-3.7957702,-38.6297657
35253,2839645526,-3.7957274,-38.6300942
35254,2839645532,-3.7961717,-38.6294851
35255,1702858077,-3.7965451,-38.5434142
35256,2839645533,-3.7962566,-38.6288443
35257,1702858079,-3.7965589,-38.5479865
35258,1702858081,-3.7966811,-38.5500214
35259,1702858094,-3.7966881,-38.5507595
35260,1702858097,-3.7967237,-38.5459428
35261,1702858098,-3.7968127,-38.5422662
35262,1702858105,-3.7968838,-38.5493765
35263,1702858110,-3.7969003,-38.5500845
35264,1893567871,-3.8170015,-38.5383474
35265,1702858112,-3.7969392,-38.544524
35266,1702858115,-3.7969211,-38.5480686
35267,1702858118,-3.7970636,-38.5494292
35268,1702858122,-3.7971109,-38.5475236
35269,1702858125,-3.7971178,-38.5494442
35270,1870892435,-3.8037291,-38.4946561
35271,1702858134,-3.7971673,-38.543551
35272,1702858139,-3.7972391,-38.5432099
35273,1702858141,-3.7972061,-38.5462963
35274,1702858142,-3.7972098,-38.5501845
35275,1702858145,-3.7972439,-38.5487906
35276,1702858147,-3.7973829,-38.5426077
35277,5633576357,-3.7270291,-38.5270317
35278,1702858151,-3.7974216,-38.5423641
35279,1702858154,-3.7974034,-38.5495186
35280,1702858157,-3.7974459,-38.5482418
